query-id	corpus-id	score
disclaimer of lost profits	68d78b56f4	0
disclaimer of lost profits	2c0e92d53c	0
disclaimer of lost profits	8a9151101d	0
disclaimer of lost profits	55d2cb5527	0
disclaimer of lost profits	27b1fcb93a	0
disclaimer of lost profits	b3c0944b0d	0
disclaimer of lost profits	106f907de8	0
disclaimer of lost profits	ba7c26c737	0
disclaimer of lost profits	a7bae36309	0
disclaimer of lost profits	f1d6195635	0
disclaimer of lost profits	727564eed5	0
disclaimer of lost profits	4e0d87a0db	0
disclaimer of lost profits	a9c881577f	0
disclaimer of lost profits	b4c01d57bd	0
disclaimer of lost profits	e4b900746c	0
disclaimer of lost profits	acff59d481	0
disclaimer of lost profits	2f42e8e141	0
disclaimer of lost profits	cc9c20bf4d	0
disclaimer of lost profits	070b8ce65b	0
disclaimer of lost profits	00c025dc91	0
disclaimer of lost profits	b1eda125ee	0
disclaimer of lost profits	78643f2042	0
disclaimer of lost profits	ab2714a36f	0
disclaimer of lost profits	50706564ad	0
disclaimer of lost profits	7f07a4a811	0
disclaimer of lost profits	15d5a8605f	0
disclaimer of lost profits	567738a1d4	0
disclaimer of lost profits	306bbf3c06	0
disclaimer of lost profits	b8209c9048	0
disclaimer of lost profits	2b40194382	0
disclaimer of lost profits	adf4c99e4b	0
disclaimer of lost profits	b9a400165e	0
disclaimer of lost profits	4b5fdac8b1	0
disclaimer of lost profits	dde2866dd8	0
disclaimer of lost profits	a0a50cb636	0
disclaimer of lost profits	a8fd5407ac	0
disclaimer of lost profits	0a993d4227	0
disclaimer of lost profits	4cbf1eec63	0
disclaimer of lost profits	fd869492c8	0
disclaimer of lost profits	e8d15a5817	0
disclaimer of lost profits	e9637df0a8	0
disclaimer of lost profits	c80655b2ef	0
disclaimer of lost profits	49033af70b	0
disclaimer of lost profits	7961bdfcce	0
disclaimer of lost profits	493ac1e8a6	0
disclaimer of lost profits	5a983cdff4	0
disclaimer of lost profits	84ce419168	0
disclaimer of lost profits	bd9bf92188	0
disclaimer of lost profits	5e8bf73185	0
disclaimer of lost profits	1b302548ea	0
disclaimer of lost profits	268933f876	0
disclaimer of lost profits	b914d4bf48	0
disclaimer of lost profits	f7183c205b	0
disclaimer of lost profits	03aebd650e	0
disclaimer of lost profits	fc71aa80f4	0
disclaimer of lost profits	68d9971168	0
disclaimer of lost profits	e5f00cceb5	0
disclaimer of lost profits	049d50767e	0
disclaimer of lost profits	01d469a904	0
disclaimer of lost profits	98f3071b2b	0
disclaimer of lost profits	c16b128c81	0
disclaimer of lost profits	f02efd17ad	0
disclaimer of lost profits	5dcc754799	0
disclaimer of lost profits	dc37660261	0
disclaimer of lost profits	48d77d9296	0
disclaimer of lost profits	8f5addb8aa	0
disclaimer of lost profits	7aca4f4f93	0
disclaimer of lost profits	5be233053b	0
disclaimer of lost profits	9347d76d45	0
disclaimer of lost profits	f85ea52214	0
disclaimer of lost profits	5955d1df58	0
disclaimer of lost profits	79b82f1153	0
disclaimer of lost profits	a1eddb4d3a	0
disclaimer of lost profits	832f079021	0
disclaimer of lost profits	c97c7a016d	0
disclaimer of lost profits	529c1a25c8	0
disclaimer of lost profits	6fcda01dd4	0
disclaimer of lost profits	bd5a4866bd	0
disclaimer of lost profits	05ef7e7d77	0
disclaimer of lost profits	38e4dc0705	0
disclaimer of lost profits	eadfe93681	0
disclaimer of lost profits	b28667da3d	0
disclaimer of lost profits	941adb23d4	0
disclaimer of lost profits	1cb6735990	0
disclaimer of lost profits	6ddf63bcf0	0
disclaimer of lost profits	4ce00c49d0	0
disclaimer of lost profits	19a6e32a00	0
disclaimer of lost profits	7dac29f634	0
disclaimer of lost profits	7c2f93fb7b	0
disclaimer of lost profits	a015c188af	0
disclaimer of lost profits	2fe04e4085	0
disclaimer of lost profits	d94aba4b0e	0
disclaimer of lost profits	c0c7c8c843	0
disclaimer of lost profits	070edcfada	0
disclaimer of lost profits	13a680356c	0
disclaimer of lost profits	d715e2285a	0
disclaimer of lost profits	59b9f7604d	0
disclaimer of lost profits	517680004a	0
disclaimer of lost profits	68c565966f	0
disclaimer of lost profits	401bd1b104	0
disclaimer of lost profits	e6c970dc51	0
disclaimer of lost profits	7b0ea0d603	0
disclaimer of lost profits	8463d5d208	0
disclaimer of lost profits	2d5fbdb7c3	0
disclaimer of lost profits	49b87a7c58	0
disclaimer of lost profits	48b3ee70b3	0
disclaimer of lost profits	53d51b0849	0
disclaimer of lost profits	36a7b59c7e	0
disclaimer of lost profits	b950f3fd7f	0
disclaimer of lost profits	6b65945dac	0
disclaimer of lost profits	d8a9bc7f11	0
disclaimer of lost profits	8ead89cdd1	0
disclaimer of lost profits	fba1b0474a	0
disclaimer of lost profits	7df24eed69	0
disclaimer of lost profits	3f81e41ee3	0
disclaimer of lost profits	9db45146b0	0
disclaimer of lost profits	6c2e5f4c0a	0
disclaimer of lost profits	ffacdac64e	0
disclaimer of lost profits	829065c4f5	0
disclaimer of lost profits	84e3df7ee0	0
disclaimer of lost profits	0f21673857	0
disclaimer of lost profits	7ea718b9b9	0
disclaimer of lost profits	e7ac6c02d8	0
disclaimer of lost profits	bb78df28fc	0
disclaimer of lost profits	29999f73f0	0
disclaimer of lost profits	5177ab6427	0
disclaimer of lost profits	e67751f95c	0
disclaimer of lost profits	1ad128ec87	0
disclaimer of lost profits	ccbbb82546	0
disclaimer of lost profits	ade09c4125	0
disclaimer of lost profits	16ee664671	0
disclaimer of lost profits	07e3ff1640	0
disclaimer of lost profits	e71803d33d	0
disclaimer of lost profits	1187efdecc	0
disclaimer of lost profits	5acac31550	0
disclaimer of lost profits	1a50024abc	0
disclaimer of lost profits	769b076e37	0
disclaimer of lost profits	19e107e739	0
disclaimer of lost profits	ac69b48ae7	0
disclaimer of lost profits	2247d41b25	0
disclaimer of lost profits	ee70d57af2	0
disclaimer of lost profits	ad69904959	0
disclaimer of lost profits	0d82ae0efe	0
disclaimer of lost profits	5b0f8468ed	0
disclaimer of lost profits	3285860230	0
disclaimer of lost profits	843fbeb743	0
disclaimer of lost profits	342a9a3d5f	0
disclaimer of lost profits	4de048f903	0
disclaimer of lost profits	22aa918bf9	0
disclaimer of lost profits	0b1af9c587	0
disclaimer of lost profits	eeeca5fc20	0
disclaimer of lost profits	5ce44f1405	0
disclaimer of lost profits	be45ba8f5d	0
disclaimer of lost profits	dba6faf1ba	0
disclaimer of lost profits	9b11f76cdd	0
disclaimer of lost profits	135342ef61	0
disclaimer of lost profits	b1525b7db1	0
disclaimer of lost profits	38d6b61e69	0
disclaimer of lost profits	70c93d59ed	0
disclaimer of lost profits	ce82297f6f	0
disclaimer of lost profits	9a0631a3e2	0
disclaimer of lost profits	6ed7cc1d55	0
disclaimer of lost profits	613593ad37	0
disclaimer of lost profits	d765a1bdf6	0
disclaimer of lost profits	122895321e	0
disclaimer of lost profits	f66cc7ff92	0
disclaimer of lost profits	0b56cf0fcb	0
disclaimer of lost profits	37db652ce4	0
disclaimer of lost profits	e96ac0195a	0
disclaimer of lost profits	c2d5c37f3c	0
disclaimer of lost profits	2662549e15	0
disclaimer of lost profits	ea5580fd42	0
disclaimer of lost profits	27bfd46080	0
disclaimer of lost profits	ef2d98e7da	0
disclaimer of lost profits	adbcc78e3b	0
disclaimer of lost profits	b7896bb998	0
disclaimer of lost profits	911509cfdb	0
disclaimer of lost profits	9664cec610	0
disclaimer of lost profits	3ff0bd4098	0
disclaimer of lost profits	59b95f942e	0
disclaimer of lost profits	d00e3790a7	0
disclaimer of lost profits	9c474659ba	0
disclaimer of lost profits	06b5dbe9f6	0
disclaimer of lost profits	86318f6697	0
disclaimer of lost profits	42e8623841	0
disclaimer of lost profits	c8f1b01131	0
disclaimer of lost profits	cd8cf049c2	0
disclaimer of lost profits	0123c1a06a	0
disclaimer of lost profits	bb499b7939	0
disclaimer of lost profits	7f779f8f83	0
disclaimer of lost profits	f60cd66739	0
disclaimer of lost profits	d283157d9e	0
disclaimer of lost profits	09c35e345f	0
disclaimer of lost profits	2a5230246f	0
disclaimer of lost profits	cb05e4ed81	0
disclaimer of lost profits	d8df4fa2a8	0
disclaimer of lost profits	7a3e412d83	0
disclaimer of lost profits	3efb70f690	0
disclaimer of lost profits	58ffce4927	0
disclaimer of lost profits	66d664a95d	0
disclaimer of lost profits	1e42f0d7ce	0
disclaimer of lost profits	793cf65b83	0
disclaimer of lost profits	4805eab4ac	0
disclaimer of lost profits	03e5f70c69	0
disclaimer of lost profits	7d63d1ae82	0
disclaimer of lost profits	0ba85ec152	0
disclaimer of lost profits	704512ad5f	0
disclaimer of lost profits	09e92413ab	0
disclaimer of lost profits	2ebee9b4a2	0
disclaimer of lost profits	9b359f6440	0
disclaimer of lost profits	f33bc7a4f9	0
disclaimer of lost profits	b92207a46f	0
disclaimer of lost profits	e2ce5067ed	0
disclaimer of lost profits	c5f9d0e646	0
disclaimer of lost profits	ce002ef2aa	0
disclaimer of lost profits	53d8cd9cab	0
disclaimer of lost profits	17bcfc7fe2	0
disclaimer of lost profits	4b2b3a1140	0
disclaimer of lost profits	2ce7fffa74	0
disclaimer of lost profits	efaa070b92	0
disclaimer of lost profits	7c3277a539	0
disclaimer of lost profits	183baefe7b	0
disclaimer of lost profits	acde85bc5f	0
disclaimer of lost profits	69291157b4	0
disclaimer of lost profits	c05052f103	0
disclaimer of lost profits	c7090fb84f	0
disclaimer of lost profits	981576897f	0
disclaimer of lost profits	31e6c7bfa6	0
disclaimer of lost profits	0dfafc940f	0
disclaimer of lost profits	ff2fbc3fbc	0
disclaimer of lost profits	c521c6a093	0
disclaimer of lost profits	e1bf49e654	0
disclaimer of lost profits	95ff1bd949	0
disclaimer of lost profits	666ec7faa8	0
disclaimer of lost profits	63454a8838	0
disclaimer of lost profits	45fe57cc5c	0
disclaimer of lost profits	12744a6266	0
disclaimer of lost profits	cf4db03124	0
disclaimer of lost profits	7a058db91a	0
disclaimer of lost profits	146fadfdc2	0
disclaimer of lost profits	909ea4db0b	0
disclaimer of lost profits	33826e5275	0
disclaimer of lost profits	c5d3e65d9c	0
disclaimer of lost profits	e7599c57ca	0
disclaimer of lost profits	f9519b6731	0
disclaimer of lost profits	65faea2de0	0
disclaimer of lost profits	7ae3028fd5	0
disclaimer of lost profits	14d07c6502	0
disclaimer of lost profits	e995ca560b	0
disclaimer of lost profits	076ad691de	0
disclaimer of lost profits	25b9f78aa6	0
disclaimer of lost profits	24de3aa76d	0
disclaimer of lost profits	e45f5a97ed	0
disclaimer of lost profits	387e4285d1	0
disclaimer of lost profits	9370135aa8	0
disclaimer of lost profits	1687c719ec	0
disclaimer of lost profits	07ec67a1fc	0
disclaimer of lost profits	dd32a60e13	0
disclaimer of lost profits	ed84681de0	0
disclaimer of lost profits	102e15f8f7	0
disclaimer of lost profits	501e0d9c0e	0
disclaimer of lost profits	3828ff365f	0
disclaimer of lost profits	7aad5ca328	0
disclaimer of lost profits	3d55776743	0
disclaimer of lost profits	1ef91dbdb6	0
disclaimer of lost profits	ea004b3f2e	0
disclaimer of lost profits	157ff60b1c	0
disclaimer of lost profits	2b72316d23	0
disclaimer of lost profits	7e02318713	0
disclaimer of lost profits	500f4d8510	0
disclaimer of lost profits	b9dcf39a78	0
disclaimer of lost profits	c708257250	0
disclaimer of lost profits	cad2f74008	0
disclaimer of lost profits	d12bc7e9b9	0
disclaimer of lost profits	7932f34b3d	0
disclaimer of lost profits	da93c475f6	0
disclaimer of lost profits	5660422f12	0
disclaimer of lost profits	44d3acbf2f	0
disclaimer of lost profits	b762aad571	0
disclaimer of lost profits	4b432e7d5e	0
disclaimer of lost profits	1d7a5f22de	0
disclaimer of lost profits	cd95882ae8	0
disclaimer of lost profits	40dcaf53ac	0
disclaimer of lost profits	3e4bce5706	0
disclaimer of lost profits	54bbf4c820	0
disclaimer of lost profits	0fc88b7b2c	0
disclaimer of lost profits	97a27a3f02	0
disclaimer of lost profits	40478050ae	0
disclaimer of lost profits	ccaeb38192	0
disclaimer of lost profits	8b73a1cfd1	0
disclaimer of lost profits	033d3aa2a1	0
disclaimer of lost profits	7fd74a1f81	0
disclaimer of lost profits	7814b4aaed	0
disclaimer of lost profits	391b8773fe	0
disclaimer of lost profits	b32d3de76a	0
disclaimer of lost profits	ed20408bc0	0
disclaimer of lost profits	e1b7b4ec6e	0
disclaimer of lost profits	95a94960b2	0
disclaimer of lost profits	07cbce7139	0
disclaimer of lost profits	fc1ec594b6	0
disclaimer of lost profits	218915d348	0
disclaimer of lost profits	52def7e35b	0
disclaimer of lost profits	b3497945c4	0
disclaimer of lost profits	e8743e1802	0
disclaimer of lost profits	44468afb07	0
disclaimer of lost profits	47338c5d75	0
disclaimer of lost profits	36404fdd37	0
disclaimer of lost profits	3f015aaebb	0
disclaimer of lost profits	af900604e9	0
disclaimer of lost profits	34d7f55486	0
disclaimer of lost profits	c3c8ee0925	0
disclaimer of lost profits	1e94f6b953	0
disclaimer of lost profits	5cfc7c3950	0
disclaimer of lost profits	1b28aece0a	0
disclaimer of lost profits	d37efea73b	0
disclaimer of lost profits	3b7ac92d08	0
disclaimer of lost profits	299bfb02bc	0
disclaimer of lost profits	da17cc633c	0
disclaimer of lost profits	e41b2de7a7	0
disclaimer of lost profits	efba5458a0	0
disclaimer of strict liability	565b19f5b0	1
disclaimer of strict liability	a6cf9c5c26	2
disclaimer of strict liability	3863710681	4
disclaimer of strict liability	388f865f12	3
disclaimer of strict liability	dffb4360b9	3
disclaimer of strict liability	6ed2a90959	4
disclaimer of strict liability	6256e07d24	3
disclaimer of strict liability	2fac94a0ad	4
disclaimer of strict liability	db2a37ddf3	3
disclaimer of strict liability	74cdeb1fba	1
disclaimer of strict liability	8c6cb8b4b9	1
disclaimer of strict liability	1824e860aa	3
disclaimer of strict liability	e9bb33ad41	2
disclaimer of strict liability	938ed5e738	3
disclaimer of strict liability	4e0fe69095	1
disclaimer of strict liability	f6899d3bb4	1
disclaimer of strict liability	4f1e2388c5	1
disclaimer of strict liability	f549c75c3c	1
disclaimer of strict liability	123a517fe7	1
disclaimer of strict liability	0f53eb4acb	1
disclaimer of strict liability	9a9b1ca194	1
disclaimer of strict liability	2b20b938d9	1
disclaimer of strict liability	ad76a98f77	1
disclaimer of strict liability	2c8dae16a9	1
disclaimer of strict liability	2a0e3f3d71	1
disclaimer of strict liability	b0a420870d	1
disclaimer of strict liability	3006878081	1
disclaimer of strict liability	8a8abd409f	1
disclaimer of strict liability	d3d22afa42	1
disclaimer of strict liability	596576fcc8	1
disclaimer of strict liability	9154ecf5b9	1
disclaimer of strict liability	ed860ad888	1
disclaimer of strict liability	49a0e2d2c3	1
disclaimer of strict liability	786bd74f8e	1
disclaimer of strict liability	7c619849ac	0
disclaimer of strict liability	bc36dd63be	0
disclaimer of strict liability	6bf28f90ee	0
disclaimer of strict liability	f930b17ed1	0
disclaimer of strict liability	1e2964e50d	0
disclaimer of strict liability	86eff6f25a	0
disclaimer of strict liability	043552ecdf	0
disclaimer of strict liability	c845bcec49	0
disclaimer of strict liability	17bc95d98c	0
disclaimer of strict liability	c432817bc3	0
disclaimer of strict liability	c0d08239d6	0
disclaimer of strict liability	302f0ef397	0
disclaimer of strict liability	2c8a115628	0
disclaimer of strict liability	3726bf214b	0
disclaimer of strict liability	424aa8a1d3	0
disclaimer of strict liability	5d792e917a	0
disclaimer of strict liability	4099f55fe6	0
disclaimer of strict liability	68fd56fafb	0
disclaimer of strict liability	1a6cd4f687	0
disclaimer of strict liability	6047f2283e	0
disclaimer of strict liability	4bc7860948	0
disclaimer of strict liability	1ff5501457	0
disclaimer of strict liability	5f0d14fafc	0
disclaimer of strict liability	ab1411cb6f	0
disclaimer of strict liability	07c7a569f5	0
disclaimer of strict liability	4ec984a84d	0
disclaimer of strict liability	a24217e6e3	0
disclaimer of strict liability	642c010123	0
disclaimer of strict liability	0a05d86d5d	0
disclaimer of strict liability	854dbdb842	0
disclaimer of strict liability	a56d7c34d4	0
disclaimer of strict liability	e591d47840	0
disclaimer of strict liability	7338b6b180	0
disclaimer of strict liability	18e6ba1ec4	0
disclaimer of strict liability	5b901ca388	0
disclaimer of strict liability	c56ebe40d3	0
disclaimer of strict liability	a6d6d68a2f	0
disclaimer of strict liability	443dcbc6c9	0
disclaimer of strict liability	259c24760f	0
disclaimer of strict liability	d0e831f208	0
disclaimer of strict liability	7da204a9a5	0
disclaimer of strict liability	b7bbeccc58	0
disclaimer of strict liability	a67ab15ffc	0
disclaimer of strict liability	ca00640656	0
disclaimer of strict liability	6a647abf4c	0
disclaimer of strict liability	304da2ceb6	0
disclaimer of strict liability	76893dc3ba	0
disclaimer of strict liability	8f623e1f3a	0
disclaimer of strict liability	5f6b28e9de	0
disclaimer of strict liability	9ea8e6282d	0
disclaimer of strict liability	3b7eec78a4	0
disclaimer of strict liability	2b75e00c64	0
disclaimer of strict liability	11e2976b56	0
disclaimer of strict liability	37d763e0ca	0
disclaimer of strict liability	2de68c015e	0
disclaimer of strict liability	82c338e7b9	0
disclaimer of strict liability	df4e2e09ed	0
disclaimer of strict liability	2d54cf4aa5	0
disclaimer of strict liability	f27d0d2574	0
disclaimer of strict liability	c7d225613d	0
disclaimer of strict liability	4594bf4810	0
disclaimer of strict liability	fc0c7dfe18	0
disclaimer of strict liability	3c7796e932	0
disclaimer of strict liability	9cc5d7efc1	0
disclaimer of strict liability	c7637b4a9b	0
disclaimer of strict liability	5c56396159	0
disclaimer of strict liability	a6987c7fb7	0
disclaimer of strict liability	33f7ade5b5	0
disclaimer of strict liability	4738e1abcb	0
disclaimer of strict liability	3c5000eb8e	0
disclaimer of strict liability	f69cfc797a	0
disclaimer of strict liability	8274782e5f	0
disclaimer of strict liability	762e633a8a	0
disclaimer of strict liability	b420437f2d	0
disclaimer of strict liability	914601e410	0
disclaimer of strict liability	63b4b5d0c1	0
disclaimer of strict liability	43014723cd	0
disclaimer of strict liability	908cdc2bcf	0
disclaimer of strict liability	b7f08b70af	0
disclaimer of strict liability	e52813fee4	0
disclaimer of strict liability	86035d4c25	0
disclaimer of strict liability	148ccc0dec	0
disclaimer of strict liability	743fdc0432	0
disclaimer of strict liability	f571c9b18b	0
disclaimer of strict liability	f2419480e0	0
disclaimer of strict liability	cf56ba5325	0
disclaimer of strict liability	12f086b269	0
disclaimer of strict liability	f0e65edd8b	0
disclaimer of strict liability	d9e3479470	0
disclaimer of strict liability	4d4c36ab7b	0
disclaimer of strict liability	80b4a3ac19	0
disclaimer of strict liability	2c04cd1273	0
disclaimer of strict liability	6b1502ead3	0
disclaimer of strict liability	6614b3ea18	0
disclaimer of strict liability	da8af55143	0
disclaimer of strict liability	1433d5a1ae	0
disclaimer of strict liability	1774fd6d9b	0
disclaimer of strict liability	580e37f9f6	0
disclaimer of strict liability	248326e1f5	0
disclaimer of strict liability	fd17eb1b69	0
disclaimer of strict liability	6626672165	0
disclaimer of strict liability	6adc23dff1	0
disclaimer of strict liability	b2f06313cb	0
disclaimer of strict liability	68c3a66592	0
disclaimer of strict liability	7f883a8bfb	0
disclaimer of strict liability	0303beefa3	0
disclaimer of strict liability	019621b928	0
disclaimer of strict liability	14f99b2875	0
disclaimer of strict liability	a091e890b5	0
disclaimer of strict liability	a559de9888	0
disclaimer of strict liability	8b6d537b03	0
disclaimer of strict liability	d9dfe8ba57	0
disclaimer of strict liability	43fb80f56f	0
disclaimer of strict liability	a9c0d847c1	0
disclaimer of strict liability	43cccce3f1	0
disclaimer of strict liability	c2cfe09121	0
disclaimer of strict liability	49cacaadf2	0
disclaimer of strict liability	63e1275bcb	0
disclaimer of strict liability	a62bffbbbf	0
disclaimer of strict liability	d7f830f35f	0
disclaimer of strict liability	2ad49f792b	0
disclaimer of strict liability	aeb523518e	0
disclaimer of strict liability	7bdd337937	0
disclaimer of strict liability	90ade20bd7	0
disclaimer of strict liability	8a8d5a3c28	0
disclaimer of strict liability	b37e45b120	0
disclaimer of strict liability	37d54ded49	0
disclaimer of strict liability	b83bd25ee0	0
disclaimer of strict liability	415f0d6b0d	0
disclaimer of strict liability	623be89901	0
disclaimer of strict liability	52ecb1c08c	0
disclaimer of strict liability	a1c69eaea7	0
disclaimer of strict liability	db53cdc39c	0
disclaimer of strict liability	fc8b4d6efd	0
disclaimer of strict liability	f2c9e3719b	0
disclaimer of strict liability	8f5c231fa7	0
disclaimer of strict liability	78868b38fb	0
disclaimer of strict liability	b58ad7c78c	0
disclaimer of strict liability	459cfac55c	0
disclaimer of strict liability	ac18025f95	0
disclaimer of strict liability	97edbf1ea8	0
disclaimer of strict liability	666128344c	0
disclaimer of strict liability	b61427a1e1	0
disclaimer of strict liability	f45271966f	0
disclaimer of strict liability	283782f8ca	0
disclaimer of strict liability	cd5f276f4d	0
disclaimer of strict liability	34b8db995d	0
disclaimer of strict liability	e4e161a0ad	0
disclaimer of strict liability	ef8cd1d998	0
disclaimer of strict liability	a264ec97a7	0
disclaimer of strict liability	8e27e393e0	0
disclaimer of strict liability	9cadd164ca	0
disclaimer of strict liability	c3b27adcae	0
disclaimer of strict liability	0de8ae6ea1	0
disclaimer of strict liability	e15ea08b58	0
disclaimer of strict liability	a2ce90d7fd	0
disclaimer of strict liability	991caa3d21	0
disclaimer of strict liability	4ce5c83274	0
disclaimer of strict liability	5b305b1355	0
disclaimer of strict liability	3ee24769a4	0
disclaimer of strict liability	31e98dc2c4	0
disclaimer of strict liability	0e486427c7	0
disclaimer of strict liability	6adc2aede9	0
disclaimer of strict liability	4c30b6230e	0
disclaimer of strict liability	9b0fe2ded1	0
disclaimer of strict liability	2fa9b157fe	0
disclaimer of strict liability	75467d5e2c	0
disclaimer of strict liability	7e4f3ff3f1	0
disclaimer of strict liability	75823fa8c5	0
disclaimer of strict liability	e4bfe9e079	0
disclaimer of strict liability	ea3c32b165	0
disclaimer of strict liability	43fb36467e	0
disclaimer of strict liability	53c6a7adac	0
disclaimer of strict liability	3f82ff58a0	0
disclaimer of strict liability	aaa79591a7	0
disclaimer of strict liability	421ac6b894	0
disclaimer of strict liability	be344e4ef5	0
disclaimer of strict liability	bd63023a87	0
disclaimer of strict liability	1f2fb72f07	0
disclaimer of strict liability	54f055e3e6	0
disclaimer of strict liability	56219fb6a8	0
disclaimer of strict liability	e6abcb23ec	0
disclaimer of strict liability	30d9d9147b	0
disclaimer of strict liability	19a59ffa96	0
disclaimer of strict liability	5a83a70790	0
disclaimer of strict liability	22b2f7353d	0
disclaimer of strict liability	6c97789e68	0
disclaimer of strict liability	cd1d2fac9d	0
disclaimer of strict liability	bda0c85a9f	0
disclaimer of strict liability	5d8a1506bf	0
disclaimer of strict liability	69c4abdc30	0
disclaimer of strict liability	38a41872a8	0
disclaimer of strict liability	c4087667d7	0
disclaimer of strict liability	61eb96d460	0
disclaimer of strict liability	1609fb5c8c	0
disclaimer of strict liability	66372b6fcb	0
disclaimer of strict liability	0789e47864	0
disclaimer of strict liability	023c043b97	0
disclaimer of strict liability	6e546fe665	0
disclaimer of strict liability	9e15e0b3d4	0
disclaimer of strict liability	9b27aad720	0
disclaimer of strict liability	d1946531f9	0
disclaimer of strict liability	5c47e1fc70	0
disclaimer of strict liability	a73edc330b	0
disclaimer of strict liability	9fb34728d1	0
disclaimer of strict liability	c4c1883241	0
disclaimer of strict liability	72eee37838	0
disclaimer of strict liability	583a4604b3	0
disclaimer of strict liability	e547e84148	0
disclaimer of strict liability	e2ea384517	0
disclaimer of strict liability	c8d98553cd	0
disclaimer of strict liability	946f5fe772	0
disclaimer of strict liability	2f2f75a8b9	0
disclaimer of strict liability	ff9fbb100a	0
disclaimer of strict liability	a9eb0c56b5	0
disclaimer of strict liability	e83cd3c6e3	0
disclaimer of strict liability	c27f487298	0
disclaimer of strict liability	9767689235	0
disclaimer of strict liability	d1ec447660	0
disclaimer of strict liability	0568f138ec	0
disclaimer of strict liability	d4fe0f57d7	0
disclaimer of strict liability	43cef5eba7	0
disclaimer of strict liability	d86c268aa3	0
disclaimer of strict liability	5ff911fc62	0
disclaimer of strict liability	0f855c8588	0
disclaimer of strict liability	da6e5d97cb	0
disclaimer of strict liability	6f7e9c0535	0
disclaimer of strict liability	d459911d95	0
disclaimer of strict liability	290f4f75e9	0
disclaimer of strict liability	a6380b4de9	0
disclaimer of strict liability	75a0ab207e	0
disclaimer of strict liability	0957e5077d	0
disclaimer of strict liability	b62d77dff4	0
disclaimer of strict liability	900cd0775d	0
disclaimer of strict liability	408a36eab6	0
disclaimer of strict liability	f4f18fbcb1	0
disclaimer of strict liability	cd6c3b349c	0
disclaimer of strict liability	9c0de99a0e	0
disclaimer of strict liability	8a8180ba89	0
disclaimer of strict liability	40ff8f352d	0
disclaimer of strict liability	f6fae2eb74	0
disclaimer of strict liability	35af146459	0
disclaimer of strict liability	af2bcf9aad	0
disclaimer of strict liability	b044f61cb3	0
disclaimer of strict liability	43d3ecb52a	0
disclaimer of strict liability	3d41a58dba	0
disclaimer of strict liability	0b64b3d357	0
disclaimer of strict liability	3b1ad520c7	0
disclaimer of strict liability	c30b9c337f	0
disclaimer of strict liability	706c8375b6	0
disclaimer of strict liability	b6f54ecfd2	0
disclaimer of strict liability	271dd2ff3c	0
disclaimer of strict liability	56a8d4605d	0
disclaimer of strict liability	70a3072b73	0
disclaimer of strict liability	1136605378	0
disclaimer of strict liability	3c1fb420a2	0
disclaimer of strict liability	b7deb63ef1	0
disclaimer of strict liability	e2a7925d4c	0
disclaimer of strict liability	1c63f65f15	0
disclaimer of strict liability	dfeb20a896	0
disclaimer of strict liability	e1bc48f8c7	0
disclaimer of strict liability	7cd5b4c8ac	0
disclaimer of strict liability	556a25c954	0
disclaimer of strict liability	899341d0b7	0
disclaimer of strict liability	8cf3f2e93e	0
disclaimer of strict liability	331872b908	0
disclaimer of strict liability	f441e2cf46	0
disclaimer of strict liability	d295a90b51	0
disclaimer of strict liability	3e357f4fc3	0
disclaimer of strict liability	7a48f5509d	0
disclaimer of strict liability	d00eb657ac	0
disclaimer of strict liability	7863577753	0
disclaimer of strict liability	b9d640e24b	0
disclaimer of strict liability	0012758249	0
disclaimer of strict liability	fa57278a74	0
disclaimer of strict liability	f6053e0abf	0
disclaimer of strict liability	1f627e4584	0
disclaimer of strict liability	e0cb23f233	0
disclaimer of strict liability	21f81e9b9d	0
disclaimer of strict liability	eac963c67f	0
disclaimer of strict liability	ed47d74115	0
disclaimer of strict liability	3401cf21fa	0
disclaimer of strict liability	0527bbfbf3	0
disclaimer of strict liability	e5b0b37f77	0
disclaimer of strict liability	880b3c9ba8	0
disclaimer of strict liability	205dca9304	0
disclaimer of strict liability	5963bd4697	0
disclaimer of strict liability	8216b2b77d	0
disclaimer of strict liability	371640f666	0
disclaimer of strict liability	2f5e34261d	0
disclaimer of strict liability	8a2edd18df	0
disclaimer of strict liability	8608036efd	0
disclaimer of strict liability	e45fa60f05	0
disclaimer of strict liability	103c64bcff	0
disclaimer of strict liability	891a418a4e	0
disclaimer of strict liability	d49cdde069	0
disclaimer of strict liability	b634a95f24	0
disclaimer of strict liability	4a579b9fc7	0
disclaimer of strict liability	145385ab02	0
disclaimer of strict liability	68187ac5cf	0
disclaimer of strict liability	2bb77185ee	0
disclaimer of strict liability	9fe67f4e2d	0
disclaimer of strict liability	1442a17042	0
disclaimer of strict liability	af6284a655	0
disclaimer of strict liability	d4d1db6fd2	0
disclaimer of strict liability	15afad2f1b	0
disclaimer of strict liability	117166898f	0
disclaimer of strict liability	0c2fc61e84	0
disclaimer of strict liability	0d24d19635	0
disclaimer of strict liability	b58b76584c	0
disclaimer of strict liability	32e036b2de	0
disclaimer of strict liability	e9a8c53113	0
disclaimer of strict liability	79b57ecb7a	0
disclaimer of strict liability	0c4085976a	0
disclaimer of strict liability	a2dde741fc	0
disclaimer of strict liability	413fa4b177	0
disclaimer of strict liability	7b2980a8f4	0
